start	end	mean	std	min	max	duration
0.0	0.00035	111.434244036	32.0823907642	79.7872338867	171.340327148	0.00035
0.00035	0.0007	90.0298346819	1.61981677983	87.876262207	92.2884594727	0.00035
0.0007	0.0014	138.248847656	7.90029910237	119.497009277	146.154034424	0.0007
0.0014	0.00285	144.676962638	2.21741850937	140.271104736	149.27934082	0.00145
0.00285	0.00325	143.695153656	6.80644487374	131.814393311	153.32385498	0.0004
0.00325	0.0035	130.821648926	9.35072427808	121.519266357	144.683302002	0.00025
0.0035	0.00375	141.557995605	0.846470076287	140.087263184	142.661044922	0.00025
0.00375	0.00405	144.254338379	0.77028416177	143.580252686	145.786351318	0.0003
0.00405	0.0065	140.154796815	3.78711301564	129.424453125	148.543974609	0.00245
0.0065	0.00805	136.202869085	3.41733576329	127.402196045	141.006470947	0.00155
0.00805	0.0101	141.306894948	3.63029732337	132.365917969	149.463182373	0.00205
0.0101	0.01035	148.727816162	4.6812860825	139.903421631	152.772330322	0.00025
0.01035	0.01435	138.954339615	4.69466355352	124.460731201	149.463182373	0.004
0.01435	0.0168	139.16805542	3.94033718302	131.446710205	149.27934082	0.00245
0.0168	0.0181	133.391188167	7.04696351791	121.70310791	145.602509766	0.0013
0.0181	0.01835	110.525541504	10.982221052	101.480537109	131.0790271	0.00025
0.01835	0.02235	142.55073999	4.95542509755	131.814393311	154.61074585	0.004
0.02235	0.02635	141.904996536	4.80086945191	123.72536499	152.772330322	0.004
0.02635	0.0283	141.218595816	4.97837244114	126.299146729	150.566231689	0.00195
0.0283	0.02935	146.416665213	3.1683042342	139.903421631	153.691538086	0.00105
0.02935	0.02965	132.794881592	6.64858314948	122.989998779	141.741837158	0.0003
0.02965	0.03	115.216127407	6.38867952386	102.21590332	122.070791016	0.00035
0.03	0.0314	137.204890268	8.0042819304	117.290910645	149.095499268	0.0014
0.0314	0.034	145.556549377	3.42399553213	134.755858154	152.956171875	0.0026
0.034	0.0361	130.584405779	7.84710177086	109.385723877	148.360133057	0.0021
0.0361	0.03995	139.499925236	5.09924791978	123.173840332	150.382390137	0.00385
0.03995	0.0402	140.4917146	3.48116492463	135.675065918	145.602509766	0.00025
0.0402	0.0411	124.123688354	10.4025822031	107.363466797	143.21256958	0.0009
0.0411	0.04415	140.304256492	5.63790123813	123.909206543	151.3015979	0.00305
0.04415	0.0444	114.606823975	12.9993528656	100.19364624	132.365917969	0.00025
0.0444	0.0465	137.031991664	4.55134098401	127.218354492	144.131777344	0.0021
0.0465	0.04685	147.046979109	0.944741030991	145.602509766	148.360133057	0.00035
0.04685	0.048	142.309348038	7.84162074887	125.196097412	154.426904297	0.00115
0.048	0.0487	143.71156808	1.95355649229	139.351896973	146.154034424	0.0007
0.0487	0.04895	116.33493457	6.10553268797	107.179625244	126.115305176	0.00025
0.04895	0.0496	142.788319843	4.2085630941	134.939699707	148.360133057	0.00065
0.0496	0.05025	134.671008207	6.73766523979	124.093048096	144.683302002	0.00065
0.05025	0.0506	123.72536499	2.51111295088	120.416217041	127.76987915	0.00035
0.0506	0.05105	131.610124919	5.78342944847	125.563780518	141.006470947	0.00045
0.05105	0.0514	117.579804513	3.33365279964	112.327188721	122.989998779	0.00035
0.0514	0.05205	97.3087480281	12.574295899	80.7064416504	125.379938965	0.00065
0.05205	0.0524	86.4580559431	3.11325511264	79.7872338867	90.633885498	0.00035
0.0524	0.0538	122.996564549	9.9956011428	108.098833008	143.764094238	0.0014
0.0538	0.05415	141.269101737	1.49630420756	139.351896973	143.580252686	0.00035
0.05415	0.0579	134.241101807	7.34151854017	113.430238037	150.014707031	0.00375
0.0579	0.05815	144.53622876	1.37279301888	141.925678711	145.970192871	0.00025
0.05815	0.0593	137.857185218	5.10810450212	126.115305176	149.647023926	0.00115
0.0593	0.06	129.437584664	6.05540550709	113.797921143	140.087263184	0.0007
0.06	0.0603	145.786351318	4.66537559405	136.594273682	151.117756348	0.0003
0.0603	0.061	151.656149466	2.69785233579	145.23482666	154.794587402	0.0007
0.061	0.06145	152.711049805	0.568292141226	151.669281006	153.507696533	0.00045
0.06145	0.06195	148.341748901	2.33912640233	143.028728027	152.036964111	0.0005
0.06195	0.0625	139.234906894	4.03407240396	129.424453125	144.131777344	0.00055
0.0625	0.0629	145.418668213	2.01178441993	141.925678711	147.992449951	0.0004
0.0629	0.0632	137.574761963	2.1847170599	133.10128418	139.16805542	0.0003
0.0632	0.0638	128.811647949	3.2388942056	120.967741699	133.10128418	0.0006
0.0638	0.06445	142.844886475	2.11586803124	138.616530762	145.602509766	0.00065
0.06445	0.066	129.033048529	2.79970123831	120.783900146	134.755858154	0.00155
0.066	0.06785	142.144301098	2.84126569203	135.491224365	146.889400635	0.00185
0.06785	0.06855	131.656814837	1.78627554942	128.321403809	134.388175049	0.0007
0.06855	0.0689	124.592046596	4.1826787667	116.555544434	129.240611572	0.00035
0.0689	0.07025	138.75270969	6.36483905795	127.586037598	146.889400635	0.00135
0.07025	0.0717	130.058389514	3.03413902984	122.254632568	134.388175049	0.00145
0.0717	0.0721	136.709174652	5.38183193358	127.402196045	143.947935791	0.0004
0.0721	0.07325	147.105214631	4.06685214023	135.491224365	152.404647217	0.00115
0.07325	0.07375	141.594763916	2.79148733097	136.226590576	145.418668213	0.0005
0.07375	0.074	151.669281006	0.402776661758	151.3015979	152.404647217	0.00025
0.074	0.0748	153.289384689	1.66122327415	150.750073242	156.816844482	0.0008
0.0748	0.0765	149.771387329	2.08790563274	143.396411133	154.426904297	0.0017
0.0765	0.07735	152.956171875	1.52514856207	150.566231689	155.529953613	0.00085
0.07735	0.0791	142.219825195	3.84405357905	134.939699707	152.036964111	0.00175
0.0791	0.08005	129.443804867	7.16818160841	116.004019775	140.638787842	0.00095
0.08005	0.0806	137.864451682	2.69445443285	132.182076416	141.374154053	0.00055
0.0806	0.0816	128.909696777	3.06613320404	121.70310791	133.652808838	0.001
0.0816	0.08215	144.666589134	2.14745726943	141.006470947	147.624766846	0.00055
0.08215	0.0824	139.462201904	1.05031303284	138.065006104	140.822629395	0.00025
0.0824	0.08415	130.879427699	2.19705058139	124.828414307	135.12354126	0.00175
0.08415	0.08455	144.453500061	1.43511266106	142.844886475	146.705559082	0.0004
0.08455	0.08485	152.557848511	1.16955918759	150.933914795	154.243062744	0.0003
0.08485	0.0853	150.198548584	0.618902889906	149.27934082	151.3015979	0.00045
0.0853	0.08625	144.528488063	2.91550553317	139.351896973	151.3015979	0.00095
0.08625	0.08735	130.118037165	3.54014099953	124.093048096	139.16805542	0.0011
0.08735	0.0903	131.032287722	1.54466710001	127.034512939	133.652808838	0.00295
0.0903	0.09135	129.660820836	2.35783364374	125.012255859	134.020491943	0.00105
0.09135	0.09535	130.95953009	1.64538189697	124.828414307	133.836650391	0.004
0.09535	0.09935	130.421793549	2.04402852025	125.563780518	134.388175049	0.004
0.09935	0.1006	130.461319482	2.46642747999	123.541523438	136.042749023	0.00125
0.1006	0.10135	132.978723145	6.6490914747	123.72536499	143.947935791	0.00075
0.10135	0.10195	137.14579834	1.59034454935	134.939699707	140.638787842	0.0006
0.10195	0.10595	140.937530365	3.60352598678	131.0790271	147.808608398	0.004
0.10595	0.10655	139.351896973	2.38404054637	135.491224365	143.21256958	0.0006
0.10655	0.1071	128.354829545	10.2258993545	107.363466797	139.535738525	0.00055
0.1071	0.1074	123.664084473	1.85873012777	120.783900146	125.74762207	0.0003
0.1074	0.1083	133.35661967	4.05060924865	125.931463623	143.21256958	0.0009
0.1083	0.11005	146.55848584	1.98723887015	140.822629395	149.647023926	0.00175
0.11005	0.1103	138.175311035	1.53196391425	135.491224365	140.271104736	0.00025
0.1103	0.111	147.283346819	1.39984920915	143.947935791	149.463182373	0.0007
0.111	0.1115	144.095009033	2.77082826657	138.800372314	147.440925293	0.0005
0.1115	0.112	136.465584595	1.78250479081	132.549759521	139.351896973	0.0005
0.112	0.11475	131.389886452	4.05784315436	123.357681885	143.947935791	0.00275
0.11475	0.1158	139.815878034	2.91708084901	135.12354126	146.154034424	0.00105
0.1158	0.1182	134.384345016	6.17210990451	121.335424805	144.499460449	0.0024
0.1182	0.1199	123.579373169	5.67194952072	110.672614746	136.042749023	0.0017
0.1199	0.12085	132.085317704	5.51181652246	117.65859375	138.800372314	0.00095
0.12085	0.12305	111.859228405	13.3481475191	79.2357092285	136.410432129	0.0022
0.12305	0.12595	128.324573491	7.76225339092	96.7006567383	144.867143555	0.0029
0.12595	0.1264	109.957675374	5.65605861652	97.8037060547	117.474752197	0.00045
0.1264	0.12705	128.476962046	7.95251703052	116.555544434	142.477203369	0.00065
0.12705	0.12865	137.731793289	4.69166143649	125.563780518	145.970192871	0.0016
0.12865	0.12915	129.902441162	5.71519598489	119.129326172	139.16805542	0.0005
0.12915	0.13105	139.719580078	3.10847056734	134.020491943	147.440925293	0.0019
0.13105	0.1323	136.90312749	7.22489724005	120.783900146	146.705559082	0.00125
0.1323	0.13305	141.227080811	3.05066209513	136.042749023	147.073242188	0.00075
0.13305	0.1347	132.934155495	3.44333764483	125.196097412	140.638787842	0.00165
0.1347	0.13535	126.369855018	7.45567195838	115.820178223	139.903421631	0.00065
0.13535	0.136	139.139772104	1.98769541469	136.042749023	142.477203369	0.00065
0.136	0.13765	141.441005526	4.87929896838	128.321403809	152.956171875	0.00165
0.13765	0.1384	130.098538818	8.22840142178	113.61407959	144.131777344	0.00075
0.1384	0.13865	140.896166016	2.03923295374	138.800372314	144.315618896	0.00025
0.13865	0.13945	135.31887291	2.09558077079	128.689086914	138.432689209	0.0008
0.13945	0.1404	125.834704911	10.138143097	96.7006567383	144.499460449	0.00095
0.1404	0.1417	139.104417959	4.06021381147	129.424453125	147.440925293	0.0013
0.1417	0.1426	123.98070048	6.92148156642	107.363466797	136.042749023	0.0009
0.1426	0.1431	134.755858154	1.94211873033	132.182076416	137.513481445	0.0005
0.1431	0.14375	140.440804631	5.55210926555	123.541523438	145.418668213	0.00065
0.14375	0.14515	107.297809099	19.3562054541	65.6314343262	134.020491943	0.0014
0.14515	0.14545	138.800372314	4.58130788682	129.240611572	143.21256958	0.0003
0.14545	0.14575	122.101431274	4.58304942005	114.165604248	128.137562256	0.0003
0.14575	0.14655	140.742198715	5.06731517645	131.446710205	149.463182373	0.0008
0.14655	0.14705	148.470437988	1.64679348217	145.970192871	150.933914795	0.0005
0.14705	0.14935	133.189208401	3.09619321473	126.850671387	138.800372314	0.0023
0.14935	0.15015	129.022299728	3.82009008536	119.68085083	134.755858154	0.0008
0.15015	0.15155	143.028728027	2.97451834055	134.755858154	148.727816162	0.0014
0.15155	0.15185	126.329786987	3.04758925424	121.519266357	131.446710205	0.0003
0.15185	0.15315	139.882209144	4.03947367175	126.299146729	148.543974609	0.0013
0.15315	0.1538	131.376001916	8.22560810024	115.63633667	145.23482666	0.00065
0.1538	0.1553	139.909549683	1.87150540158	136.778115234	145.970192871	0.0015
0.1553	0.15775	138.147547209	3.69853929346	129.240611572	145.050985107	0.00245
0.15775	0.1581	121.808160226	6.90873741768	110.304931641	129.975977783	0.00035
0.1581	0.15835	133.836650391	2.70440859582	130.527502441	137.14579834	0.00025
0.15835	0.15985	139.155799316	2.86184609811	132.917442627	144.131777344	0.0015
0.15985	0.1601	144.793606934	3.29194468701	141.925678711	150.933914795	0.00025
0.1601	0.1608	136.751852155	1.95655531661	133.10128418	140.271104736	0.0007
0.1608	0.1611	124.73649353	1.48881392655	122.989998779	126.850671387	0.0003
0.1611	0.1635	138.333108368	3.83926691402	126.850671387	144.499460449	0.0024
0.1635	0.16665	123.801236107	13.3046939193	81.6256494141	145.602509766	0.00315
0.16665	0.1669	121.04127832	1.70328975379	117.842435303	122.806157227	0.00025
0.1669	0.16765	104.372977539	10.6243806123	85.3024804688	123.541523438	0.00075
0.16765	0.1687	117.833680943	6.20188150215	104.054318848	130.711343994	0.00105
0.1687	0.16895	128.358172119	5.77555142722	121.151583252	138.800372314	0.00025
0.16895	0.17035	147.322741438	2.25009609149	140.087263184	151.485439453	0.0014
0.17035	0.17095	142.814246216	2.93171401641	138.065006104	148.543974609	0.0006
0.17095	0.1717	130.41719751	6.67551605038	120.600058594	147.808608398	0.00075
0.1717	0.1733	118.370979767	5.59505199527	104.605843506	129.79213623	0.0016
0.1733	0.17415	139.308640137	5.17050391238	129.424453125	146.889400635	0.00085
0.17415	0.17465	127.880184082	2.40713118022	124.460731201	131.446710205	0.0005
0.17465	0.17545	121.39287529	7.54974573719	107.914991455	131.814393311	0.0008
0.17545	0.17585	125.977424011	1.55927009577	123.173840332	127.76987915	0.0004
0.17585	0.17725	132.667943377	7.32095986411	111.224139404	145.602509766	0.0014
0.17725	0.17755	107.332826538	18.4832900921	75.5588781738	128.505245361	0.0003
0.17755	0.18155	145.103839554	4.23496422354	129.240611572	151.117756348	0.004
0.18155	0.18225	143.97419887	3.45885846716	135.491224365	149.27934082	0.0007
0.18225	0.18325	139.278360352	6.86184747581	118.577801514	150.933914795	0.001
0.18325	0.18375	132.715216919	5.34688230843	124.276889648	141.374154053	0.0005
0.18375	0.184	115.67310498	3.78981234481	110.856456299	121.519266357	0.00025
0.184	0.18605	124.711831859	5.24901475075	110.856456299	134.020491943	0.00205
0.18605	0.18685	140.37451561	6.40944556087	131.814393311	154.426904297	0.0008
0.18685	0.1893	131.195335021	6.77513060553	117.290910645	144.499460449	0.00245
0.1893	0.1899	118.960804749	4.7023314772	111.040297852	128.505245361	0.0006
0.1899	0.19025	113.403974958	18.1769347973	87.6924206543	140.638787842	0.00035
0.19025	0.1909	131.503276837	5.49937784389	122.806157227	140.822629395	0.00065
0.1909	0.1914	120.048533936	6.03605321379	107.54730835	130.159819336	0.0005
0.1914	0.19225	138.940957031	3.77476311949	131.446710205	145.786351318	0.00085
0.19225	0.1945	131.307807699	7.13460573343	109.753406982	141.741837158	0.00225
0.1945	0.19525	138.224335449	5.21836621327	128.137562256	144.683302002	0.00075
0.19525	0.19705	143.886655273	4.01679652616	134.020491943	152.404647217	0.0018
0.19705	0.19745	126.322126923	4.2167873447	119.497009277	133.285125732	0.0004
0.19745	0.19865	140.010662537	5.63220549308	127.034512939	149.27934082	0.0012
0.19865	0.1989	130.490734131	3.07273983356	127.586037598	136.410432129	0.00025
0.1989	0.1994	117.732130371	7.72624610091	96.884498291	126.850671387	0.0005
0.1994	0.20015	136.202078369	3.57483459133	130.527502441	143.21256958	0.00075
0.20015	0.2019	128.190088414	5.4872616819	117.474752197	140.822629395	0.00175
0.2019	0.2022	147.042601929	2.07020245841	143.396411133	149.095499268	0.0003
