start	end	mean	std	min	max	duration
0.0	0.00025	198.107657227	46.1632837992	115.820178223	232.375722656	0.00025
0.00025	0.004	231.834002881	1.94788624873	226.308951416	236.604078369	0.00375
0.004	0.00425	133.211589111	4.19481145282	130.343660889	141.557995605	0.00025
0.00425	0.00485	150.060667419	1.2937121343	147.440925293	151.853122559	0.0006
0.00485	0.0051	153.360623291	1.41163499728	151.669281006	155.713795166	0.00025
0.0051	0.0054	151.546719971	0.446128902041	150.933914795	152.220805664	0.0003
0.0054	0.00595	144.616450528	2.83754779502	141.741837158	148.727816162	0.00055
0.00595	0.007	147.992449951	2.1213025577	143.21256958	152.036964111	0.00105
0.007	0.00835	151.546719971	1.59564865929	147.808608398	154.059221191	0.00135
0.00835	0.0086	147.587998535	2.6498704841	143.580252686	150.566231689	0.00025
0.0086	0.0098	132.58039978	4.83485419586	119.129326172	141.1903125	0.0012
0.0098	0.01145	152.521637296	2.30055532726	144.683302002	155.897636719	0.00165
0.01145	0.01175	142.20144104	2.60586349268	139.16805542	146.889400635	0.0003
0.01175	0.0121	154.032958112	0.757543022794	153.140013428	155.162270508	0.00035
0.0121	0.01305	151.272570287	0.973279141441	149.27934082	152.956171875	0.00095
0.01305	0.01395	152.83361084	1.24083590865	150.198548584	155.346112061	0.0009
0.01395	0.0149	150.072762258	1.0087994819	148.360133057	151.853122559	0.00095
0.0149	0.0153	152.427627411	1.2618198371	150.014707031	154.059221191	0.0004
0.0153	0.01705	153.434159912	1.3221993147	150.933914795	156.449161377	0.00175
0.01705	0.0178	153.434159912	1.00200673576	151.669281006	155.162270508	0.00075
0.0178	0.0218	151.841632462	1.94588787996	146.337875977	156.081478271	0.004
0.0218	0.0234	151.34181324	2.08486694813	144.131777344	154.978428955	0.0016
0.0234	0.02365	155.493185303	1.32263744339	153.32385498	156.816844482	0.00025
0.02365	0.0251	152.265181211	1.26049766516	149.647023926	155.713795166	0.00145
0.0251	0.02645	149.292958713	2.36753636188	143.764094238	153.691538086	0.00135
0.02645	0.03045	151.067199921	1.68768522997	147.624766846	154.978428955	0.004
0.03045	0.03125	149.221890335	1.06151334782	147.624766846	150.933914795	0.0008
0.03125	0.03395	151.468417087	1.57879852217	147.073242188	156.081478271	0.0027
0.03395	0.03525	152.326868098	0.967670777972	150.198548584	154.978428955	0.0013
0.03525	0.0358	151.51886519	1.31129468181	149.27934082	153.691538086	0.00055
0.0358	0.03675	150.343686652	1.24198391161	148.176291504	152.956171875	0.00095
0.03675	0.03725	147.753455933	2.51002636141	142.844886475	152.036964111	0.0005
0.03725	0.03875	134.553632446	2.3797127389	129.424453125	138.432689209	0.0015
0.03875	0.0395	136.471712646	5.89389888708	129.79213623	147.440925293	0.00075
0.0395	0.04155	133.294093613	2.79192175268	126.850671387	141.374154053	0.00205
0.04155	0.0418	142.991959717	2.94697492946	137.513481445	145.970192871	0.00025
0.0418	0.04235	130.661205389	2.55712348648	126.666829834	134.204333496	0.00055
0.04235	0.04285	136.686194458	1.58626605407	133.285125732	139.16805542	0.0005
0.04285	0.04425	132.733601074	2.01867257431	128.137562256	137.14579834	0.0014
0.04425	0.0455	146.198156396	4.23116196225	132.549759521	151.485439453	0.00125
0.0455	0.0472	135.675065918	1.67724860243	132.917442627	139.351896973	0.0017
0.0472	0.04745	130.490734131	0.961616099991	129.79213623	132.365917969	0.00025
0.04745	0.04775	141.496715088	1.93592128739	138.984213867	144.315618896	0.0003
0.04775	0.0494	132.193218328	2.24837606049	126.299146729	138.432689209	0.00165
0.0494	0.05055	134.667933933	1.81983320093	131.262868652	137.697322998	0.00115
0.05055	0.05085	141.741837158	1.44367327267	139.535738525	143.028728027	0.0003
0.05085	0.0525	134.672293812	4.19689377779	122.070791016	145.602509766	0.00165
0.0525	0.0531	142.523163757	4.46241998217	136.594273682	149.095499268	0.0006
0.0531	0.05675	132.151855887	2.83372188856	125.196097412	139.719580078	0.00365
0.05675	0.0571	133.180073417	0.67980294358	132.733601074	134.572016602	0.00035
0.0571	0.05775	132.22450139	2.13927342731	128.505245361	135.675065918	0.00065
0.05775	0.06175	134.22961171	2.84238062467	125.74762207	142.661044922	0.004
0.06175	0.06215	131.124987488	0.971711739688	129.608294678	132.365917969	0.0004
0.06215	0.0625	138.432689209	1.25843729714	136.778115234	141.006470947	0.00035
0.0625	0.0635	132.108539795	1.97524894485	128.137562256	135.675065918	0.001
0.0635	0.06525	135.170814802	2.04544709403	129.240611572	139.16805542	0.00175
0.06525	0.0662	132.61749062	1.85595215717	128.321403809	136.594273682	0.00095
0.0662	0.0666	141.420114441	3.33046364456	136.961956787	147.624766846	0.0004
0.0666	0.0676	133.266741577	3.98639540521	127.586037598	142.293361816	0.001
0.0676	0.0716	133.429900955	2.32628471875	128.137562256	138.432689209	0.004
0.0716	0.073	133.232599574	2.15733249953	129.608294678	139.719580078	0.0014
0.073	0.0737	136.870036011	1.47196298889	134.388175049	139.16805542	0.0007
0.0737	0.07455	133.41489624	2.11477932855	128.689086914	137.329639893	0.00085
0.07455	0.0748	127.512500977	5.2252413635	121.335424805	135.12354126	0.00025
0.0748	0.0755	131.761867153	1.23994000929	129.79213623	133.468967285	0.0007
0.0755	0.0768	135.52657851	1.94494072444	130.895185547	140.454946289	0.0013
0.0768	0.07945	133.833181682	3.40778680379	125.563780518	146.889400635	0.00265
0.07945	0.07975	140.94519043	1.49604809196	139.16805542	143.21256958	0.0003
0.07975	0.08275	133.432198975	3.53543446248	125.563780518	143.21256958	0.003
0.08275	0.08325	145.528973145	6.48843491111	128.872928467	151.117756348	0.0005
0.08325	0.08695	134.827904168	3.00791845171	125.012255859	143.580252686	0.0037
