start	end	mean	std	min	max	duration
0.0	0.00025	125.931463623	56.7232676495	93.3915087891	238.810177002	0.00025
0.00025	0.0007	94.6375459798	3.49758550349	90.2662023926	102.583586426	0.00045
0.0007	0.0014	130.435581665	6.57134827492	120.232375488	139.719580078	0.0007
0.0014	0.0019	125.784390381	2.345403236	121.335424805	128.505245361	0.0005
0.0019	0.00255	150.113698637	5.51176445931	136.410432129	157.919893799	0.00065
0.00255	0.00655	134.367492874	2.18415713829	129.05677002	139.535738525	0.004
0.00655	0.0082	135.12354126	1.67762571199	130.159819336	138.984213867	0.00165
0.0082	0.01215	132.735928182	2.03532991499	126.850671387	137.881164551	0.00395
0.01215	0.0124	133.027747559	1.62197849963	131.630551758	135.858907471	0.00025
0.0124	0.01395	131.428919087	2.09057202587	127.586037598	136.594273682	0.00155
0.01395	0.01425	151.117756348	8.28171677298	139.719580078	159.574467773	0.0003
0.01425	0.01505	130.561972733	0.889351325278	128.872928467	132.182076416	0.0008
0.01505	0.01905	131.322617157	1.84616077254	125.379938965	134.939699707	0.004
0.01905	0.02275	131.913767123	1.95196830483	127.402196045	136.594273682	0.0037
0.02275	0.02305	129.975977783	4.47053871071	122.070791016	134.204333496	0.0003
0.02305	0.0241	131.543008161	1.59021202113	128.137562256	134.204333496	0.00105
0.0241	0.0252	124.962117254	2.68604446266	118.945484619	129.79213623	0.0011
0.0252	0.0255	147.502205811	0.988118655328	146.337875977	149.27934082	0.0003
0.0255	0.02585	147.02071603	7.80451040408	130.343660889	154.794587402	0.00035
0.02585	0.02635	124.534267822	7.36615272695	108.466516113	130.895185547	0.0005
0.02635	0.0272	119.475380859	2.40435642866	115.452495117	126.666829834	0.00085
0.0272	0.0293	149.152402605	4.28872719936	138.432689209	157.184527588	0.0021
0.0293	0.0311	148.125224406	1.94492580857	143.580252686	152.58848877	0.0018
0.0311	0.0336	140.359348682	8.04782980461	120.600058594	157.184527588	0.0025
0.0336	0.03675	112.826187221	1.72347530078	108.466516113	116.555544434	0.00315
0.03675	0.0371	120.678847831	1.8008890267	118.026276855	122.806157227	0.00035
0.0371	0.03955	113.539042221	1.67463670957	110.304931641	117.474752197	0.00245
0.03955	0.04025	121.322293265	8.13618360143	111.59182251	145.602509766	0.0007
0.04025	0.0421	113.917169717	1.2404224415	111.224139404	116.187861328	0.00185
0.0421	0.04245	122.070791016	2.5207083735	118.761643066	126.482988281	0.00035
0.04245	0.04375	113.585796274	1.54377426468	110.304931641	116.923227539	0.0013
0.04375	0.0443	120.834038752	4.27359516509	116.004019775	129.608294678	0.00055
0.0443	0.04465	114.848444301	1.52461640973	112.327188721	116.739385986	0.00035
0.04465	0.04635	108.817977905	1.98623343203	105.157368164	115.452495117	0.0017
0.04635	0.04715	118.026276855	5.31115986802	107.731149902	131.446710205	0.0008
0.04715	0.0475	118.078803013	1.01036082095	116.739385986	119.68085083	0.00035
0.0475	0.0515	115.581184204	1.98075943044	108.466516113	120.967741699	0.004
0.0515	0.05195	115.575056152	1.39202577084	114.165604248	118.393959961	0.00045
0.05195	0.0526	112.001930589	1.86809106301	107.179625244	114.717128906	0.00065
0.0526	0.0539	105.906876033	1.18148452715	102.767427979	107.914991455	0.0013
0.0539	0.0542	102.73678772	1.56145115714	100.561329346	104.605843506	0.0003
0.0542	0.05475	74.9739277788	1.66626543907	72.4335717773	77.5811352539	0.00055
0.05475	0.05515	69.9517108154	1.44464839826	67.6536914063	72.9850964355	0.0004
0.05515	0.05565	91.3508675537	3.34010302886	86.4055297852	96.5168151855	0.0005
0.05565	0.05775	81.6037635149	2.21200079878	77.3972937012	87.5085791016	0.0021
0.05775	0.0586	97.2954382324	2.88242795332	90.0823608398	101.664378662	0.00085
0.0586	0.0592	86.5434109497	1.70838334241	83.8317480469	89.1631530762	0.0006
0.0592	0.06025	80.9165462821	1.42886597588	78.868026123	83.6479064941	0.00105
0.06025	0.06075	88.8873907471	6.81020678712	78.6841845703	95.9652905273	0.0005
0.06075	0.06315	96.6508663177	2.75832271517	87.5085791016	102.032061768	0.0024
0.06315	0.0635	68.1789529855	1.16034075424	66.1829589844	69.8597900391	0.00035
0.0635	0.0643	63.1725535583	2.04704390723	60.1161877441	68.5728991699	0.0008
0.0643	0.0646	84.2607116699	4.43850351183	75.3750366211	88.611628418	0.0003
0.0646	0.065	104.605843506	1.98429684615	100.561329346	107.363466797	0.0004
0.065	0.0659	99.4684934489	1.59384986031	96.1491320801	101.848220215	0.0009
0.0659	0.06615	97.4727912598	5.31222565209	86.9570544434	101.296695557	0.00025
0.06615	0.06805	77.7891664846	2.0077665885	72.6174133301	83.0963818359	0.0019
0.06805	0.06895	62.1486582438	1.81629522595	58.2777722168	66.1829589844	0.0009
0.06895	0.0692	65.9623491211	7.44447067476	60.4838708496	80.5226000977	0.00025
0.0692	0.0699	93.4309034075	1.85824043548	88.611628418	96.7006567383	0.0007
0.0699	0.07115	98.428767334	1.71357684699	94.3107165527	102.032061768	0.00125
0.07115	0.07515	90.1214271698	1.35273337556	87.1408959961	93.7591918945	0.004
0.07515	0.07625	90.8595092219	1.69939960337	87.5085791016	94.4945581055	0.0011
0.07625	0.07715	95.1992840576	1.23818495145	92.6561425781	97.2521813965	0.0009
0.07715	0.0787	87.822888853	7.43654545044	76.110402832	106.26041748	0.00155
0.0787	0.07995	78.0811842773	1.41881854787	75.5588781738	81.0741247559	0.00125
0.07995	0.0803	103.896740374	3.51768428646	98.9067553711	109.385723877	0.00035
0.0803	0.08065	79.603392334	1.62066819475	77.3972937012	81.9933325195	0.00035
